"workid","subjectid"
"OL16924510W","1024"
"OL16924510W","449"
"OL16924510W","437"
"OL16924510W","702"
"OL16924510W","133"
"OL16924510W","430"
"OL2034578W","479"
"OL2034578W","1068"
"OL2034578W","1468"
"OL2034578W","133"
"OL2227033W","479"
"OL2227033W","756"
"OL2227033W","133"
"OL2299876W","1822"
"OL2299876W","133"
"OL2625615W","1678"
"OL2625615W","133"
"OL2625615W","540"
"OL3839712W","120"
"OL3839712W","133"
"OL3839712W","540"
"OL3839712W","756"
"OL3839712W","1366"
"OL6442290W","133"
"OL6442290W","479"
"OL6657971W","133"
"OL6657971W","540"
"OL6657971W","1714"
"OL8004427W","133"
"OL8004427W","944"
"OL8004427W","1280"
"OL8004427W","1796"
"OL8054978W","756"
"OL8054978W","479"
"OL8054978W","133"
"OL8054978W","546"
"OL13205992W","479"
"OL13205992W","1468"
"OL13205992W","133"
"OL13378991W","479"
"OL13378991W","745"
"OL13378991W","388"
"OL13378991W","539"
"OL13378991W","222"
"OL13378991W","133"
"OL13378991W","228"
"OL13590887W","479"
"OL13590887W","442"
"OL13590887W","133"
"OL13590887W","162"
"OL15455531W","852"
"OL15455531W","386"
"OL15455531W","1592"
"OL15455531W","388"
"OL15455531W","159"
"OL15455531W","127"
"OL15455531W","222"
"OL15455531W","133"
"OL16932671W","1024"
"OL16932671W","437"
"OL16932671W","133"
"OL16932671W","430"
"OL16942791W","546"
"OL16942791W","1024"
"OL16942791W","430"
"OL16942791W","133"
"OL16942791W","539"
"OL16947150W","699"
"OL16947150W","133"
"OL16956747W","446"
"OL16956747W","1024"
"OL16956747W","430"
"OL16956747W","1546"
"OL16956747W","1421"
"OL16956747W","133"
"OL16956747W","438"
"OL16962670W","699"
"OL16962670W","133"
"OL3670574W","133"
"OL3670574W","479"
"OL3950014W","133"
"OL4462316W","133"
"OL4462316W","2191"
"OL5744231W","133"
"OL5744231W","479"
"OL10127771W","1678"
"OL10127771W","133"
"OL11167037W","908"
"OL11167037W","133"
"OL11673947W","479"
"OL11673947W","994"
"OL11673947W","840"
"OL11673947W","133"
"OL11673947W","838"
"OL11673947W","1546"
"OL11673947W","1023"
"OL11673947W","430"
"OL11673947W","1951"
"OL13593919W","479"
"OL13593919W","756"
"OL13593919W","349"
"OL13593919W","133"
"OL16058282W","133"
"OL16058282W","1719"
"OL16058282W","18"
"OL16058282W","982"
"OL16934319W","1486"
"OL16934319W","437"
"OL16934319W","430"
"OL16934319W","539"
"OL16934319W","1546"
"OL16934319W","133"
"OL16959350W","1421"
"OL16959350W","699"
"OL16959350W","133"
"OL16969375W","389"
"OL16969375W","1024"
"OL16969375W","430"
"OL16969375W","133"
"OL18151125W","133"
"OL3344698W","256"
"OL3344698W","437"
"OL3344698W","133"
"OL4351718W","133"
"OL4579178W","133"
"OL4579178W","479"
"OL4579178W","756"
"OL4788907W","133"
"OL5356453W","133"
"OL5356453W","966"
"OL5356453W","1590"
"OL5758640W","133"
"OL5758640W","479"
"OL8625967W","133"
"OL10081872W","1468"
"OL10081872W","161"
"OL10081872W","523"
"OL10081872W","133"
"OL11020296W","265"
"OL11020296W","1274"
"OL11020296W","540"
"OL11020296W","756"
"OL11020296W","1104"
"OL11020296W","133"
"OL11553653W","28"
"OL11553653W","1169"
"OL11553653W","133"
"OL11845899W","994"
"OL11845899W","756"
"OL11845899W","1682"
"OL11845899W","133"
"OL11845899W","167"
"OL11848214W","479"
"OL11848214W","133"
"OL11848214W","1592"
"OL11921032W","479"
"OL11921032W","756"
"OL11921032W","2049"
"OL11921032W","133"
"OL11921032W","1013"
"OL12801856W","2151"
"OL12801856W","1739"
"OL12801856W","133"
"OL12897316W","479"
"OL12897316W","756"
"OL12897316W","133"
"OL12897316W","1951"
"OL15958335W","1482"
"OL15958335W","1337"
"OL15958335W","1321"
"OL15958335W","133"
"OL15958335W","347"
"OL16944096W","416"
"OL16944096W","1024"
"OL16944096W","449"
"OL16944096W","430"
"OL16944096W","1026"
"OL16944096W","133"
"OL16945020W","1590"
"OL16945020W","963"
"OL16945020W","534"
"OL16945020W","1546"
"OL16945020W","1915"
"OL16945020W","446"
"OL16945020W","437"
"OL16945020W","385"
"OL16945020W","430"
"OL16945020W","539"
"OL16945020W","133"
"OL16945020W","128"
"OL16956248W","1304"
"OL16956248W","699"
"OL16956248W","702"
"OL16956248W","133"
"OL2248893W","1258"
"OL2742900W","479"
"OL2742900W","1642"
"OL2742900W","133"
"OL4972877W","133"
"OL4972877W","479"
"OL4972877W","676"
"OL4972877W","756"
"OL4972877W","1602"
"OL4972877W","1822"
"OL5743799W","133"
"OL5743799W","479"
"OL6270476W","133"
"OL6270476W","1054"
"OL6270476W","1986"
"OL6380894W","133"
"OL6380894W","161"
"OL6380894W","479"
"OL6380894W","1707"
"OL716850W","982"
"OL716850W","18"
"OL716850W","1052"
"OL716850W","1234"
"OL716850W","2128"
"OL716850W","133"
"OL716850W","1345"
"OL716850W","1346"
"OL716850W","2042"
"OL716850W","1290"
"OL716850W","1538"
"OL716850W","1308"
"OL716850W","1913"
"OL716850W","734"
"OL716850W","2038"
"OL716850W","2040"
"OL716850W","2041"
"OL716850W","1051"
"OL716850W","1719"
"OL716850W","2043"
"OL716850W","1061"
"OL716850W","1244"
"OL716850W","190"
"OL13573151W","133"
"OL13573151W","142"
"OL13573151W","479"
"OL13573151W","1146"
"OL14867679W","1302"
"OL14867679W","540"
"OL14867679W","133"
"OL15175977W","794"
"OL15175977W","1871"
"OL15175977W","1562"
"OL15986074W","1948"
"OL15986074W","840"
"OL15986074W","1717"
"OL15986074W","133"
"OL16925984W","446"
"OL16925984W","1024"
"OL16925984W","430"
"OL16925984W","1546"
"OL16925984W","426"
"OL16925984W","418"
"OL16925984W","133"
"OL16928958W","939"
"OL16928958W","699"
"OL16928958W","1992"
"OL16928958W","133"
"OL16928958W","489"
"OL16942907W","699"
"OL16942907W","393"
"OL16942907W","133"
"OL16946374W","430"
"OL16946374W","1951"
"OL16946374W","546"
"OL16946374W","426"
"OL16946374W","133"
"OL16946374W","1023"
"OL1889388W","133"
"OL1889388W","374"
"OL1889388W","705"
"OL1889388W","1107"
"OL1889388W","1224"
"OL1889388W","1878"
"OL2670851W","756"
"OL2670851W","133"
"OL3060053W","479"
"OL3060053W","133"
"OL3130833W","479"
"OL3130833W","607"
"OL3243661W","28"
"OL3243661W","133"
"OL3281403W","133"
"OL3281403W","366"
"OL3281403W","367"
"OL3281403W","368"
"OL3334422W","457"
"OL3334422W","133"
"OL4314067W","133"
"OL4314067W","1772"
"OL4314067W","2147"
"OL4314067W","2158"
"OL4635793W","133"
"OL4812060W","133"
"OL4812060W","167"
"OL4812060W","756"
"OL4812060W","994"
"OL4812060W","1682"
"OL4911893W","133"
"OL4995350W","133"
"OL4995350W","479"
"OL5895143W","133"
"OL5895143W","479"
"OL5895143W","756"
"OL5895143W","994"
"OL10493114W","133"
"OL10493114W","142"
"OL10493114W","1019"
"OL10654580W","1282"
"OL10654580W","133"
"OL11557246W","27"
"OL11557246W","133"
"OL12057484W","133"
"OL12291848W","479"
"OL12291848W","161"
"OL12291848W","133"
"OL12291848W","1541"
"OL13623822W","124"
"OL13623822W","133"
"OL13623822W","479"
"OL13623822W","1321"
"OL13623822W","1323"
"OL16917472W","1024"
"OL16917472W","430"
"OL16917472W","546"
"OL16917472W","1023"
"OL16917472W","539"
"OL16917472W","133"
"OL16917472W","393"
"OL16939436W","1024"
"OL16939436W","430"
"OL16939436W","1951"
"OL16939436W","1023"
"OL16939436W","426"
"OL16939436W","133"
"OL16939436W","438"
"OL16954239W","1750"
"OL16954239W","446"
"OL16954239W","498"
"OL16954239W","133"
"OL16954239W","2052"
"OL16960247W","430"
"OL16960247W","1951"
"OL16960247W","546"
"OL16960247W","426"
"OL16960247W","133"
"OL16960247W","1023"
"OL1909234W","951"
"OL1909234W","982"
"OL1909234W","2137"
"OL1909234W","683"
"OL1909234W","2296"
"OL1909234W","540"
"OL1909234W","1719"
"OL1909234W","157"
"OL3236895W","982"
"OL3236895W","428"
"OL3236895W","133"
"OL3236895W","166"
"OL3486058W","133"
"OL3486058W","1949"
"OL4786441W","83"
"OL4786441W","133"
"OL4786441W","479"
"OL4786441W","999"
"OL4786441W","1772"
"OL11674322W","479"
"OL11674322W","2221"
"OL11674322W","442"
"OL11674322W","133"
"OL11674322W","438"
"OL11674322W","1229"
"OL11674322W","430"
"OL11674322W","1951"
"OL12132991W","133"
"OL12132991W","1232"
"OL12132991W","2038"
"OL12336157W","479"
"OL12336157W","1068"
"OL12336157W","161"
"OL12336157W","133"
"OL13264321W","479"
"OL13264321W","133"
"OL13511867W","479"
"OL13511867W","1468"
"OL13511867W","133"
"OL13663438W","479"
"OL13663438W","133"
"OL13663438W","1804"
"OL15522427W","436"
"OL15522427W","1886"
"OL15522427W","133"
"OL15522427W","541"
"OL15522427W","1025"
"OL16132201W","1412"
"OL16132201W","500"
"OL16132201W","479"
"OL16132201W","1822"
"OL16132201W","1824"
"OL16132201W","133"
"OL16931103W","133"
"OL16931103W","446"
"OL16931103W","430"
"OL16931103W","1951"
"OL16931103W","167"
"OL16945971W","1026"
"OL16945971W","430"
"OL16945971W","133"
"OL16945971W","438"
"OL16953015W","1990"
"OL16953015W","2046"
"OL16953015W","1791"
"OL16953015W","244"
"OL16953015W","133"
"OL16953015W","317"
"OL16967553W","446"
"OL16967553W","418"
"OL16967553W","430"
"OL16967553W","1546"
"OL16967553W","426"
"OL16967553W","133"
"OL16967553W","438"
"OL16983616W","676"
"OL16983616W","1026"
"OL16983616W","430"
"OL16983616W","133"
"OL16983616W","438"
"OL18177770W","1274"
"OL1991524W","479"
"OL1991524W","133"
"OL3005003W","479"
"OL3005003W","745"
"OL3005003W","855"
"OL3005003W","1468"
"OL3005003W","133"
"OL3344658W","500"
"OL3344658W","1299"
"OL3344658W","172"
"OL3344658W","2190"
"OL3344658W","1824"
"OL3344658W","133"
"OL3344694W","338"
"OL3344694W","349"
"OL3344694W","1484"
"OL3344694W","133"
"OL3622349W","133"
"OL3622349W","1026"
"OL3622349W","1148"
"OL3622349W","1181"
"OL3622349W","1232"
"OL3622349W","1299"
"OL3622349W","1612"
"OL3622349W","2038"
"OL3622349W","2147"
"OL3901314W","133"
"OL3901314W","479"
"OL3901314W","756"
"OL3901314W","994"
"OL3920041W","133"
"OL3920041W","232"
"OL3920041W","307"
"OL3920041W","540"
"OL4781045W","133"
"OL5261782W","133"
"OL5261782W","418"
"OL5969866W","133"
"OL5969866W","479"
"OL5969866W","1421"
"OL5969866W","1948"
"OL11583591W","1529"
"OL11583591W","547"
"OL11583591W","133"
"OL11586413W","479"
"OL11586413W","133"
"OL11671630W","1860"
"OL11671630W","1642"
"OL11671630W","133"
"OL11671630W","1258"
"OL12302504W","479"
"OL12302504W","2191"
"OL12302504W","133"
"OL12608475W","479"
"OL12608475W","941"
"OL12608475W","133"
"OL13337332W","916"
"OL13337332W","1824"
"OL13337332W","133"
"OL15611045W","746"
"OL15611045W","437"
"OL15611045W","479"
"OL15611045W","133"
"OL1810475W","1068"
"OL1810475W","1822"
"OL1810475W","133"
"OL2645854W","338"
"OL2645854W","982"
"OL2645854W","133"
"OL4443100W","133"
"OL4443100W","446"
"OL4443100W","2245"
"OL5093900W","133"
"OL5093900W","1350"
"OL5093900W","540"
"OL13193957W","1454"
"OL13193957W","756"
"OL13193957W","133"
"OL16050165W","982"
"OL16050165W","1126"
"OL16050165W","133"
"OL16050165W","1719"
"OL16635243W","1923"
"OL16635243W","479"
"OL16635243W","391"
"OL16635243W","133"
"OL16916692W","237"
"OL16916692W","446"
"OL16916692W","430"
"OL16916692W","1546"
"OL16916692W","133"
"OL16916692W","438"
"OL16938007W","237"
"OL16938007W","446"
"OL16938007W","418"
"OL16938007W","430"
"OL16938007W","1546"
"OL16938007W","133"
"OL16938007W","438"
"OL16952195W","1632"
"OL16952195W","702"
"OL16952195W","133"
"OL3154268W","1468"
"OL3154268W","133"
"OL3255495W","1192"
"OL3255495W","1023"
"OL3255495W","1350"
"OL3255495W","540"
"OL3255495W","133"
"OL4111170W","133"
"OL4111170W","479"
"OL4111170W","756"
"OL4298640W","133"
"OL4298640W","479"
"OL4298640W","1228"
"OL4300549W","133"
"OL4854417W","133"
"OL4854417W","479"
"OL4854417W","1822"
"OL5104652W","133"
"OL5104652W","457"
"OL5104652W","461"
"OL5289023W","133"
"OL5289023W","528"
"OL5474788W","133"
"OL5474788W","1678"
"OL5759281W","32"
"OL5759281W","93"
"OL5759281W","95"
"OL5759281W","133"
"OL5759281W","228"
"OL5759281W","479"
"OL5759281W","1822"
"OL5759281W","1916"
"OL7373441W","133"
"OL105577W","2151"
"OL105577W","133"
"OL11516973W","756"
"OL11516973W","133"
"OL11718429W","479"
"OL11718429W","228"
"OL11718429W","133"
"OL11718429W","388"
"OL11718429W","222"
"OL13413081W","479"
"OL13413081W","133"
"OL15991060W","500"
"OL15991060W","941"
"OL15991060W","1068"
"OL15991060W","1822"
"OL15991060W","1824"
"OL15991060W","133"
"OL15991060W","1804"
"OL16946333W","699"
"OL16946333W","133"
"OL16946333W","1228"
"OL1969984W","479"
"OL1969984W","133"
"OL3029004W","457"
"OL3029004W","133"
"OL3353440W","1869"
"OL3353440W","1612"
"OL3353440W","2151"
"OL3353440W","133"
"OL3353440W","1562"
"OL3353440W","1494"
"OL3353440W","1719"
"OL3353440W","18"
"OL3353440W","982"
"OL3457319W","74"
"OL3457319W","76"
"OL3457319W","137"
"OL3457319W","524"
"OL3457319W","917"
"OL3457319W","1265"
"OL3457319W","1874"
"OL3457319W","2097"
"OL3618239W","1612"
"OL3618239W","133"
"OL3618239W","1181"
"OL448623W","133"
"OL448623W","230"
"OL448623W","252"
"OL448623W","437"
"OL448623W","18"
"OL448623W","1719"
"OL448623W","982"
"OL4697831W","133"
"OL4697831W","756"
"OL4725671W","133"
"OL4725671W","479"
"OL5595129W","338"
"OL5595129W","1612"
"OL5595129W","349"
"OL5595129W","133"
"OL5595129W","1299"
"OL11576325W","1976"
"OL11576325W","2198"
"OL11576325W","475"
"OL11576325W","305"
"OL11576325W","1188"
"OL11576325W","2127"
"OL11576325W","668"
"OL11576325W","755"
"OL11576325W","133"
"OL13691062W","133"
"OL16296596W","133"
"OL16296596W","1091"
"OL16296596W","1164"
"OL16915862W","1023"
"OL16915862W","430"
"OL16915862W","133"
"OL16915862W","546"
"OL16946251W","446"
"OL16946251W","418"
"OL16946251W","430"
"OL16946251W","1546"
"OL16946251W","133"
"OL16946251W","438"
"OL3276991W","756"
"OL3276991W","699"
"OL3276991W","133"
"OL3276991W","540"
"OL3352381W","799"
"OL3352381W","855"
"OL3352381W","1299"
"OL3352381W","1468"
"OL3352381W","133"
"OL3352381W","540"
"OL3352381W","2159"
"OL3352381W","838"
"OL3352381W","557"
"OL4090253W","133"
"OL4090253W","1357"
"OL5356462W","133"
"OL5356462W","437"
"OL5356462W","1739"
"OL6564963W","133"
"OL6564963W","1678"
"OL8054859W","479"
"OL8054859W","999"
"OL8054859W","1772"
"OL8054859W","133"
"OL11506743W","609"
"OL11506743W","133"
"OL11830868W","1017"
"OL11830868W","133"
"OL11830868W","1020"
"OL11830868W","429"
"OL12616850W","1822"
"OL12616850W","446"
"OL12616850W","1974"
"OL12616850W","133"
"OL15141485W","982"
"OL15141485W","18"
"OL15141485W","794"
"OL15141485W","940"
"OL15141485W","1719"
"OL15141485W","1967"
"OL15141485W","133"
"OL16081944W","1612"
"OL16081944W","510"
"OL16081944W","133"
"OL16081944W","48"
"OL16489647W","855"
"OL16489647W","133"
"OL16561295W","1692"
"OL16561295W","479"
"OL16561295W","133"
"OL16561295W","1258"
"OL16642932W","479"
"OL16642932W","133"
"OL16931575W","446"
"OL16931575W","1024"
"OL16931575W","430"
"OL16931575W","546"
"OL16931575W","1546"
"OL16931575W","133"
"OL16933199W","699"
"OL16933199W","133"
"OL16943255W","1024"
"OL16943255W","430"
"OL16943255W","1951"
"OL16943255W","1023"
"OL16943255W","426"
"OL16943255W","133"
"OL16943255W","438"
"OL16945644W","1546"
"OL16945644W","1023"
"OL16945644W","446"
"OL16945644W","430"
"OL16945644W","133"
"OL3258211W","1671"
"OL3258211W","295"
"OL3258211W","1663"
"OL3258211W","133"
"OL3291245W","479"
"OL3291245W","1146"
"OL3291245W","133"
"OL3291245W","1258"
"OL5068173W","83"
"OL5068173W","133"
"OL5068173W","1258"
"OL5445477W","133"
"OL6743499W","133"
"OL6743499W","1026"
"OL8016003W","2233"
"OL8016003W","1190"
"OL8016003W","1833"
"OL8016003W","965"
"OL8016003W","1804"
"OL8016003W","483"
"OL8016003W","1571"
"OL8016003W","540"
"OL8016003W","1376"
"OL8016003W","133"
"OL8016003W","2295"
"OL11560782W","133"
"OL11560782W","1651"
"OL12539691W","479"
"OL12539691W","1192"
"OL12539691W","1199"
"OL12539691W","540"
"OL12539691W","548"
"OL12539691W","1023"
"OL16360178W","479"
"OL16360178W","133"
"OL16967458W","699"
"OL16967458W","133"
"OL1969338W","133"
"OL1969338W","479"
"OL1969338W","1232"
"OL1969338W","2038"
"OL3008756W","479"
"OL3008756W","667"
"OL3008756W","133"
"OL3334417W","1332"
"OL3334417W","610"
"OL3334417W","1591"
"OL3334417W","133"
"OL3334417W","1818"
"OL3334417W","443"
"OL4023756W","120"
"OL4023756W","133"
"OL4023756W","361"
"OL4023756W","426"
"OL4023756W","1366"
"OL4023756W","1800"
"OL6223617W","133"
"OL6223617W","479"
"OL6223617W","756"
"OL6223617W","1916"
"OL7942421W","133"
"OL7942421W","1066"
"OL7942421W","2206"
"OL8203828W","1562"
"OL8203828W","407"
"OL8203828W","1494"
"OL12351289W","479"
"OL12351289W","423"
"OL12351289W","414"
"OL12351289W","540"
"OL12351289W","1426"
"OL12351289W","1023"
"OL12351289W","546"
"OL12351289W","133"
"OL12351289W","1951"
"OL12351289W","1421"
"OL12663984W","755"
"OL12663984W","133"
"OL13056279W","479"
"OL13056279W","1757"
"OL13056279W","604"
"OL13056279W","256"
"OL13056279W","575"
"OL13056279W","1268"
"OL13056279W","1457"
"OL13056279W","133"
"OL13642218W","133"
"OL13642218W","391"
"OL13642218W","394"
"OL13642218W","479"
"OL13642218W","1148"
"OL13642218W","1468"
"OL13642218W","2147"
"OL15026043W","1822"
"OL15026043W","1126"
"OL15026043W","1824"
"OL15026043W","133"
"OL15026043W","1091"
"OL15186275W","261"
"OL15186275W","407"
"OL15186275W","1494"
"OL15186275W","2093"
"OL15186275W","1562"
"OL16940014W","446"
"OL16940014W","430"
"OL16940014W","546"
"OL16940014W","1546"
"OL16940014W","539"
"OL16940014W","133"
"OL16958301W","1326"
"OL16958301W","430"
"OL16958301W","540"
"OL16958301W","546"
"OL16958301W","426"
"OL16958301W","539"
"OL16958301W","133"
"OL2680716W","1705"
"OL2680716W","672"
"OL2680716W","2309"
"OL2680716W","2324"
"OL2680716W","2343"
"OL3678732W","133"
"OL3678732W","1575"
"OL3946875W","133"
"OL3946875W","479"
"OL3946875W","2038"
"OL4442471W","133"
"OL4442471W","999"
"OL4442471W","2147"
"OL4473196W","133"
"OL4473196W","368"
"OL4473196W","366"
"OL4473196W","1772"
"OL6155737W","133"
"OL6155737W","479"
"OL6155737W","2038"
"OL6155737W","2052"
"OL11530796W","950"
"OL11530796W","479"
"OL11668598W","479"
"OL11668598W","133"
"OL11822349W","479"
"OL11822349W","1066"
"OL11822349W","161"
"OL11822349W","607"
"OL11822349W","1822"
"OL11822349W","480"
"OL12959677W","479"
"OL12959677W","1449"
"OL12959677W","393"
"OL12959677W","133"
"OL15299367W","479"
"OL15299367W","133"
"OL15299367W","949"
"OL16282881W","1304"
"OL16282881W","1541"
"OL16282881W","133"
"OL16282881W","430"
"OL16981809W","1229"
"OL16981809W","1024"
"OL16981809W","430"
"OL16981809W","1951"
"OL16981809W","426"
"OL16981809W","133"
"OL16989719W","418"
"OL16989719W","133"
"OL1942304W","794"
"OL1942304W","2300"
"OL1942304W","2133"
"OL1942304W","1562"
"OL1942304W","2155"
"OL1942304W","1719"
"OL1942304W","18"
"OL1942304W","982"
"OL2082821W","1026"
"OL2082821W","133"
"OL2391073W","1468"
"OL2391073W","133"
"OL4289385W","133"
"OL4289385W","2191"
"OL5033642W","133"
"OL5033642W","338"
"OL5033642W","393"
"OL5033642W","1723"
"OL5103772W","133"
"OL5103772W","1169"
"OL5748779W","133"
"OL5748779W","479"
"OL5748779W","1772"
"OL5748779W","2124"
"OL5748779W","2158"
"OL6220948W","133"
"OL6220948W","479"
"OL8056130W","1023"
"OL8056130W","430"
"OL8056130W","133"
"OL8056130W","546"
"OL8056130W","539"
"OL11937530W","479"
"OL11937530W","1948"
"OL11937530W","1421"
"OL11937530W","391"
"OL11937530W","133"
"OL12243849W","479"
"OL12243849W","338"
"OL12243849W","133"
"OL12243849W","1804"
"OL12438801W","479"
"OL12438801W","1350"
"OL12438801W","1192"
"OL12438801W","133"
"OL12438801W","167"
"OL12568586W","978"
"OL12568586W","437"
"OL12568586W","133"
"OL12568586W","977"
"OL12942061W","133"
"OL13211920W","479"
"OL13211920W","133"
"OL15118379W","435"
"OL15118379W","1447"
"OL15118379W","133"
"OL16828383W","670"
"OL16828383W","1822"
"OL16828383W","133"
"OL16828383W","161"
"OL16942388W","1024"
"OL16942388W","430"
"OL16942388W","1023"
"OL16942388W","546"
"OL16942388W","426"
"OL16942388W","539"
"OL16942388W","133"
"OL16962100W","498"
"OL16962100W","133"
"OL1856921W","1562"
"OL1856921W","1494"
"OL1856921W","1790"
"OL1856921W","1869"
"OL1856921W","1791"
"OL1856921W","947"
"OL2783820W","479"
"OL2783820W","756"
"OL2783820W","1468"
"OL2783820W","133"
"OL4614652W","133"
"OL4614652W","430"
"OL4614652W","2038"
"OL5257560W","133"
"OL5257560W","338"
"OL5257560W","1258"
"OL5257560W","1597"
"OL5257560W","108"
"OL5257560W","1061"
"OL5257560W","1719"
"OL5257560W","982"
"OL7822960W","5"
"OL7822960W","636"
"OL7822960W","2152"
"OL7822960W","2382"
"OL7822960W","2390"
"OL11303699W","1822"
"OL11303699W","755"
"OL11303699W","133"
"OL11314273W","467"
"OL11314273W","127"
"OL11314273W","1058"
"OL11314273W","1335"
"OL11314273W","1054"
"OL11314273W","133"
"OL11314273W","18"
"OL11314273W","1719"
"OL11436175W","479"
"OL11436175W","421"
"OL11436175W","756"
"OL11436175W","1689"
"OL11436175W","133"
"OL11436175W","167"
"OL11969644W","479"
"OL11969644W","133"
"OL13578240W","479"
"OL13578240W","1468"
"OL13578240W","133"
"OL15500375W","1610"
"OL15500375W","1927"
"OL15500375W","2090"
"OL15500375W","1612"
"OL15500375W","945"
"OL15500375W","528"
"OL15500375W","2024"
"OL15500375W","931"
"OL15500375W","2093"
"OL15500375W","133"
"OL16160486W","1023"
"OL16160486W","446"
"OL16160486W","430"
"OL16160486W","133"
"OL16464913W","338"
"OL16464913W","2206"
"OL16464913W","133"
"OL16694398W","479"
"OL16694398W","133"
"OL17850249W","1321"
"OL17850249W","1739"
"OL17850249W","217"
"OL17850249W","457"
"OL17850249W","1855"
"OL17850249W","523"
"OL17850249W","540"
"OL17850249W","576"
"OL17850249W","1327"
"OL17850249W","133"
"OL2134201W","449"
"OL2134201W","412"
"OL2134201W","133"
"OL2216907W","676"
"OL2216907W","161"
"OL2216907W","133"
"OL2430664W","1054"
"OL2430664W","133"
"OL2430664W","94"
"OL4340695W","133"
"OL4340695W","479"
"OL4340695W","1350"
"OL4340695W","1869"
"OL5273484W","133"
"OL8910344W","133"
"OL8910344W","1070"
"OL12351951W","479"
"OL12351951W","2083"
"OL12351951W","493"
"OL12351951W","133"
"OL12351951W","359"
"OL12351951W","491"
"OL12351951W","1541"
"OL15667639W","1938"
"OL15667639W","1530"
"OL15667639W","133"
"OL15667639W","539"
"OL16921183W","699"
"OL16921183W","702"
"OL16921183W","133"
"OL16925064W","541"
"OL16925064W","430"
"OL16925064W","133"
"OL16925064W","539"
"OL16938088W","1024"
"OL16938088W","430"
"OL16938088W","1023"
"OL16938088W","546"
"OL16938088W","426"
"OL16938088W","133"
"OL16938088W","438"
"OL16940090W","699"
"OL16940090W","1024"
"OL16940090W","133"
"OL16945783W","430"
"OL16945783W","1951"
"OL16945783W","1023"
"OL16945783W","426"
"OL16945783W","133"
"OL16945783W","438"
"OL16968351W","1326"
"OL16968351W","232"
"OL16968351W","546"
"OL16968351W","430"
"OL16968351W","540"
"OL16968351W","222"
"OL16968351W","133"
"OL16968351W","438"
"OL1729946W","430"
"OL1729946W","133"
"OL4471042W","133"
"OL4471042W","479"
"OL5204607W","70"
"OL5204607W","133"
"OL5204607W","1259"
"OL5204607W","2038"
"OL5204607W","68"
"OL5204607W","1242"
"OL5204607W","160"
"OL5204607W","1061"
"OL5363232W","133"
"OL5363232W","479"
"OL5363232W","1822"
"OL7246276W","133"
"OL7246276W","1259"
"OL7246276W","1740"
"OL12278538W","479"
"OL12278538W","133"
"OL12278538W","540"
"OL12925195W","479"
"OL12925195W","410"
"OL12925195W","2235"
"OL12925195W","1822"
"OL12925195W","944"
"OL12925195W","133"
"OL16472839W","1368"
"OL16472839W","688"
"OL16472839W","540"
"OL16472839W","1366"
"OL16472839W","1367"
"OL16472839W","133"
"OL16472839W","167"
"OL16628445W","1824"
"OL16628445W","133"
"OL16628445W","794"
"OL16944756W","446"
"OL16944756W","1024"
"OL16944756W","430"
"OL16944756W","1546"
"OL16944756W","418"
"OL16944756W","133"
"OL16944756W","1034"
"OL16944756W","941"
"OL16944756W","596"
"OL16944756W","964"
"OL16944756W","481"
"OL16944756W","401"
"OL16944756W","479"
"OL16944756W","2209"
"OL16944756W","2166"
"OL16944756W","966"
"OL16944756W","2085"
"OL16944756W","1351"
"OL16945777W","1024"
"OL16945777W","430"
"OL16945777W","1023"
"OL16945777W","546"
"OL16945777W","426"
"OL16945777W","539"
"OL16945777W","133"
"OL1997975W","133"
"OL1997975W","227"
"OL1997975W","1042"
"OL1997975W","1043"
"OL1997975W","1739"
"OL1997975W","2035"
"OL1997975W","229"
"OL2237131W","479"
"OL2237131W","133"
"OL2933880W","133"
"OL2933880W","389"
"OL2933880W","110"
"OL2933880W","1772"
"OL2933880W","540"
"OL3401164W","479"
"OL3401164W","133"
"OL3723037W","133"
"OL3723037W","430"
"OL3723037W","479"
"OL3723037W","685"
"OL3897949W","133"
"OL3897949W","2038"
"OL3897949W","2147"
"OL4083428W","133"
"OL4083428W","581"
"OL4131862W","133"
"OL4131862W","479"
"OL4131862W","2038"
"OL4795116W","133"
"OL4795116W","457"
"OL4795116W","461"
"OL4795116W","1468"
"OL6689321W","133"
"OL6689321W","557"
"OL6689321W","598"
"OL6800056W","133"
"OL6800056W","540"
"OL6800056W","1436"
"OL11033731W","479"
"OL11033731W","145"
"OL11033731W","540"
"OL11033731W","133"
"OL11033731W","756"
"OL11669738W","133"
"OL11669738W","616"
"OL11669738W","721"
"OL11669738W","840"
"OL11669738W","1086"
"OL11669738W","1359"
"OL11669738W","1400"
"OL11669738W","1603"
"OL11669738W","2226"
"OL15463684W","479"
"OL15463684W","446"
"OL15463684W","1822"
"OL15463684W","966"
"OL15463684W","133"
"OL16211950W","1892"
"OL16211950W","280"
"OL16211950W","133"
"OL16211950W","1258"
"OL16489W","133"
"OL16489W","794"
"OL16489W","1562"
"OL16489W","1871"
"OL16489W","2188"
"OL16489W","982"
"OL16489W","1719"
"OL1670035W","133"
"OL1670035W","479"
"OL1670035W","993"
"OL1670035W","1682"
"OL1670035W","1827"
"OL16983013W","2246"
"OL16983013W","699"
"OL16983013W","1024"
"OL16983013W","449"
"OL16983013W","133"
"OL16983013W","113"
"OL2980144W","133"
"OL2980144W","916"
"OL2980144W","18"
"OL2980144W","1719"
